folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p10p,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12_1,p13_12_2,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2l,p22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_0_5,p24_0_6,p24_0_7,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_2_1,p24_2_2,p24_2_3,p24_2_4,p24_2_5,p24_2_6,p24_2_7,p24_2_8,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_1,p29_2,p29_3,p29_4,p29_5,p29_6,p29_7,p29_8,p29_9,p29_10,p29_11,p29_12,p29_13,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_3_5,p35_3_6,p35_3_7,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p38_5_1_1,p38_5_1_2,p38_5_1_3,p38_5_1_4,p38_5_1_5,p38_5_1_6,p38_5_1_7,p38_5_1_8,p38_5_1_9,p38_5_1_10,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,filtro,ponfin3
303,2017,1,241701,1,1,1,1,26,1,3,4,-2,2,2,2,2,-3,6,2,2,5,1,1,1,0,1,0,-6,-6,2,2,2,2,2,1,1,16,1615,1,-12,-12,-12,-12,-12,-12,-12,555,5,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,1,96,1,1215013,0,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,1,2,2,2,2,2,30,301930001,2,29,999999999,99,11,110150001,2,998,98,98,98,98,99998,999999998,98,998,998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,999999998,998,98,98,98,98,99998,98,98,98,99998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,998,98,98,98,98,98,98,99998,9999999998,998,98,98,998,98,98,99998,98,98,998,98,98,98,98,98,98,98,98,98,98,98,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,1,15.08805964
358,2017,1,271701,1,1,1,2,36,1,3,3,-2,1,1,2,2,-3,6,1,-4,4,1,1,0,0,5,1,2,-7,2,2,2,2,2,1,1,7,706,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1312047,3,2,-19,1,65000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,99,999999999,99,28,280320001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,8,2,1,3,1,65000,1,7,1,20000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,99997,9999999997,6,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,4,48,99997,9999999997,1,3,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,1,2017,0,0,-51,1,-52,-52,1,14.68322291
359,2017,1,271701,1,1,1,1,31,1,1,1,1,1,1,2,2,-3,6,2,2,5,3,2,1,0,1,0,-6,-6,3,2,2,2,2,1,1,7,704,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,815,1,2,2,2,2,2,2,2,2,14,7,65,1,2,315,2,1,2,1,1312047,3,2,-19,1,72000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280270001,2,21,211140001,2,28,280270001,2,12,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,4,2,1,3,1,72000,1,7,1,55000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,2,2,-32,5,0,-34,-34,-34,0,5,48,48479,4847941464,4,4,4,1,2,2,1,1,1,2,1,1,2,2,2,2,2,10,2,2,1,2,4,48,48479,4847941464,10,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,2016,1,2017,0,0,-51,2,1,2,1,26.14006333
360,2017,1,271701,1,1,1,1,21,1,3,3,-2,1,1,2,2,-3,6,2,2,7,3,1,1,0,5,0,-6,-6,2,2,2,2,2,1,1,9,904,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1312047,3,2,-19,1,65000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,9,999999999,99,26,260040001,1,9,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260040001,4,1,2,-28,1,65000,1,6,2,30000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,2,2,-32,23,0,-34,-34,-34,0,23,4,99999,9999999999,4,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,1,2,4,4,99997,9999999997,4,2,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,1,0,-45,-45,-45,-45,2,2,2012,1,2017,0,0,-51,2,1,2,1,26.14006333
361,2017,1,271701,1,1,1,1,27,1,3,2,-2,2,2,2,2,-3,1,1,-4,9,1,1,1,1,5,1,2,-7,2,2,2,2,2,1,1,12,1214,1,-12,-12,-12,-12,-12,-12,-12,25,4,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1305024,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,1,28,280270001,2,21,211140001,2,28,280270001,2,2,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,45,2,2,-28,1,2000,3,4,3,65000,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,0,1,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48029,4802965000,6,4,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,10,2,2,1,2,4,48,48029,4802965000,10,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,1,-46,2004,1,1,1,-48,-48,1,2017,0,0,-51,1,-52,-52,1,26.14006333
362,2017,1,271701,1,1,1,1,43,1,2,1,1,1,1,2,2,-3,5,1,-4,6,2,1,1,1,5,1,2,-7,2,2,1,2,2,1,1,12,1202,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1305024,3,2,-19,1,15000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,9,999999999,99,26,260040001,1,25,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260040001,20,2,1,2,1,5000,3,4,2,15000,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,1,2,-31,2,-32,30,10,3,-35,5,30,14,4,99999,9999999999,6,4,5,1,2,2,2,2,1,2,1,2,2,2,2,2,2,22,2,1,1,2,4,4,99997,9999999997,22,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,2000,1,2017,0,0,-51,2,1,2,1,26.14006333
363,2017,1,271701,1,1,1,1,26,1,5,1,1,2,2,2,2,-3,1,1,-4,2,1,1,1,1,1,0,-6,-6,2,2,2,2,2,1,1,12,1218,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,1,1,2,1,1,1,2,2,2,9,6,1200,1,4,111,2,1,96,1,1217001,3,1,2,2,-20,-20,2,2,2,2,2,2,2,2,1,2,2,2,2,2,26,260040001,1,99,999999999,99,26,260040001,1,4,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,1,1,1,1,2,2,2,2,2,1,260040001,1,4,1,3,1,3000,3,4,3,1500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,2,2,-32,0,-33,-33,-33,-33,-33,-33,4,99997,9999999997,6,4,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,5,2,1,2,2,4,4,99997,9999999997,5,2,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,1,0,-45,-45,-45,-45,1,-48,-48,1,2017,0,0,-51,1,-52,-52,1,26.14006333
364,2017,1,271701,1,1,1,1,20,1,4,1,1,1,1,2,2,-3,1,1,-4,10,2,1,1,1,5,1,2,-7,2,2,2,2,2,1,1,12,1205,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,9999999,3,2,-19,1,13000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,99,999999999,99,28,280320001,2,7,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,2,2,1,3,1,99999,99,4,2,99999,99,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,11,0,-34,-34,-34,0,11,48,48215,4821545384,6,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,2,1,2,4,48,48215,4821545384,6,4,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,7,2016,0,0,-51,1,-52,-52,1,26.14006333
368,2017,1,271701,1,1,1,1,18,1,3,1,2,1,1,2,2,-3,6,2,2,8,4,2,1,0,1,0,-6,-6,5,2,2,2,2,1,1,14,1406,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,1,962,5,1,1,2,2,2,2,2,2,9,6,1000,1,5,611,2,1,2,1,1312047,0,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,1,2,2,2,2,2,97,999999997,97,97,999999997,97,28,280330001,2,10,2,2,2,-22,-22,-22,-22,-22,-22,2,2,1,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,1,2,1,2,2,2,2,2,2,5,280331097,5,1,2,-28,1,300,2,3,3,99999,99,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,12,0,-34,-34,-34,0,0,97,99997,9999999997,4,4,3,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,3,1,1,2,4,97,99997,9999999997,1,3,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,1,2017,0,0,-51,1,-52,-52,1,26.14006333
369,2017,1,271701,1,1,1,1,41,1,3,2,-2,2,2,2,2,-3,5,1,-4,4,2,1,1,1,1,1,2,-7,3,2,2,2,2,1,5,-10,-10,-10,-10,-10,-10,-10,36,36119,3611984000,15,4,1,-14,2,8,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1312047,4,2,-19,1,7000,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,20,200430001,2,9,999999999,99,28,280160080,1,48,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,1,4,1,3,2,-29,-29,-29,-29,6500,3,1,1,1,2,2,2,1,2,2,1,2,2,2,2,0,2,2,-31,2,-32,4,0,-34,-34,-34,0,0,48,48479,4847941464,6,4,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,10,2,1,1,2,4,48,48479,4847941464,10,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,3,2,1994,1,2017,0,0,-51,1,-52,-52,1,26.14006333
370,2017,1,271701,1,1,1,1,31,1,6,1,1,2,2,2,2,-3,6,1,-4,3,1,1,1,0,5,1,2,-7,2,2,1,2,2,1,1,18,1804,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,1,962,1,2,2,1,1,2,2,2,2,8,5,4000,1,5,811,2,1,2,1,1217001,3,1,2,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,12,120350001,2,28,999999997,97,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,1,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260430001,5,2,1,2,2,-29,-29,-29,-29,12000,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,99,99,2,-32,0,-33,-33,-33,-33,-33,-33,4,4019,401977000,6,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,56,2,1,1,1,4,4,4019,401977000,56,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,11,2016,3,3,0,1,-52,-52,1,26.14006333
371,2017,1,271701,1,1,1,1,22,1,3,1,1,1,1,2,2,-3,5,2,2,7,4,2,1,1,5,1,2,-7,2,2,2,2,2,1,1,12,1209,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,751,5,1,2,1,1,1,2,2,2,9,6,500,1,3,311,2,1,96,1,1209084,4,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280380001,2,20,200670001,2,22,220140001,2,8,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260040001,1,3,1,2,1,6500,3,7,3,35000,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,15,0,-34,-34,-34,0,97,4,4019,401977000,6,1,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,4,2,1,1,4,4,4019,401977000,2,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,4,1,-50,11,2016,1,1,0,1,-52,-52,1,26.14006333
373,2017,1,271701,1,1,1,2,22,1,6,1,1,1,1,2,2,-3,6,1,-4,1,-5,-5,3,0,3,0,-6,-6,2,2,2,2,2,1,1,15,1501,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1312047,3,2,-19,1,99997,97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,28,280320001,2,28,280320001,2,2,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,25,2,1,3,1,99997,97,4,1,99997,97,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,4,2,-31,2,-32,15,0,-34,-34,-34,0,15,48,48215,4821545384,6,1,4,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,4,2,2,2,4,48,48215,4821545384,2,4,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,11,2016,0,0,-51,1,-52,-52,1,14.68322291
374,2017,1,271701,1,1,1,1,24,1,3,3,-2,2,2,2,2,-3,6,2,2,7,3,2,1,0,1,0,-6,-6,2,2,1,2,2,1,1,10,1014,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,4,2,-19,1,99997,97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,20,200670001,2,28,280320001,2,25,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,7,2,1,4,1,99997,97,97,1,99997,97,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,97,97,2,-32,7,0,-34,-34,-34,0,7,48,48215,4821545384,4,1,4,1,1,2,2,2,2,2,1,1,2,2,2,2,2,7,2,2,2,2,4,48,48215,4821545384,7,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,1,2017,0,0,-51,1,-52,-52,1,26.14006333
375,2017,1,271701,1,1,1,1,23,1,3,3,-2,1,1,2,2,-3,6,2,2,5,1,1,1,0,1,0,-6,-6,2,2,2,2,2,1,1,7,705,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1312047,4,2,-19,1,50000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,211140001,2,28,280270001,2,28,280270001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,4,2,1,3,1,50000,1,6,1,30000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-31,2,-32,10,0,-34,-34,-34,0,10,48,48479,4847941464,6,1,4,1,1,2,2,2,2,2,1,1,2,2,2,2,2,7,2,2,2,2,4,48,48479,4847941464,7,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,1,2017,0,0,-51,1,-52,-52,1,26.14006333
377,2017,1,271701,1,1,1,1,50,1,2,1,1,2,2,2,2,-3,5,1,-4,5,2,1,1,1,5,1,2,-7,2,2,2,2,2,1,1,21,2103,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,0,2,-19,1,20000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70090001,2,28,280380001,2,26,260550001,2,5,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260550001,1,2,1,2,1,1000,3,2,1,20000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-32,10,0,-34,-34,-34,0,10,4,4027,402785540,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,45,2,2,2,2,4,4,4027,402785540,45,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,2013,12,2016,0,0,-51,1,-52,-52,1,26.14006333
378,2017,1,271701,1,1,1,2,19,1,3,3,-2,1,1,2,2,-3,6,2,2,5,2,2,1,0,0,0,-6,-6,2,2,2,2,2,1,1,14,1412,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,421,1,2,2,2,2,2,2,2,2,10,6,800,1,5,461,2,2,96,1,1305024,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,200670001,2,7,71010001,2,26,260550001,2,20,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260550001,5,2,1,2,1,200,3,2,3,7000,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-32,3,0,-34,-34,-34,0,3,4,99997,9999999997,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,4,4,99997,9999999997,1,4,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,12,2016,0,0,-51,1,-52,-52,1,14.68322291
405,2017,1,31702,1,1,1,1,26,1,6,1,1,2,2,2,2,-3,5,1,-4,4,1,1,1,1,1,1,2,-7,2,2,2,2,2,1,1,11,1107,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1305024,0,2,-19,1,60000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,19,190390001,2,28,280320001,2,13,2,2,2,-22,-22,-22,-22,-22,-22,1,1,1,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,3,2,1,3,1,62000,1,6,2,30000,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,15,0,-34,-34,-34,0,15,48,48215,4821545384,6,4,4,1,2,2,1,1,1,2,1,2,2,2,2,2,2,9,2,2,1,2,4,48,48215,4821545384,9,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,1,2017,0,0,-51,1,-52,-52,1,28.06379093
406,2017,1,31702,1,1,1,1,53,1,3,1,1,2,1,2,2,-3,5,1,-4,8,1,1,1,1,5,1,2,-7,2,2,2,2,2,1,1,17,1705,99,-12,-12,-12,-12,-12,-12,-12,50,4,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,9999999,0,2,-19,1,6500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260300001,2,30,301930001,2,26,260300001,2,5,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,269999999,5,2,1,2,1,6500,3,6,2,3000,3,1,1,1,2,2,2,1,2,2,2,2,2,2,2,0,2,2,-31,2,-32,2,0,-34,-34,-34,0,2,4,4019,401977000,6,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,5,2,1,1,2,4,4,4019,401977000,5,2,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,1,0,-45,-45,-45,-45,2,2,1989,1,2017,0,0,-51,1,-52,-52,1,28.06379093
