,Unnamed: 0,folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p10p,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12_1,p13_12_2,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2l,p22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_0_5,p24_0_6,p24_0_7,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_2_1,p24_2_2,p24_2_3,p24_2_4,p24_2_5,p24_2_6,p24_2_7,p24_2_8,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_1,p29_2,p29_3,p29_4,p29_5,p29_6,p29_7,p29_8,p29_9,p29_10,p29_11,p29_12,p29_13,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_3_5,p35_3_6,p35_3_7,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p38_5_1_1,p38_5_1_2,p38_5_1_3,p38_5_1_4,p38_5_1_5,p38_5_1_6,p38_5_1_7,p38_5_1_8,p38_5_1_9,p38_5_1_10,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,filtro,ponfin3,pais,deported
3297,1:3298,27610,2017,4,131710,1,1,1,1,25,1,6,1,1,2,2,2,2,-3,5,1,-4,5,1,1,1,1,1,1,2,-7,3,2,2,2,2,1,1,12,1201,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,834,1,2,2,2,2,2,2,2,2,5,6,1000.0,1,4,484,2,2,96,1,1209084,0,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,20,200670001,2,26,260040001,1,8,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260430001,3,2,1,6,1,99998,98,98,98,99998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,998,98,98,98,98,98,98,99998,9999999998,998,98,98,998,98,98,99998.0,98,98,998,98,98,98,98,98,98,98,98,98,98,98,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,1,21.19256496,Guatemala,USA
3298,1:3299,27611,2017,4,161711,1,1,1,1,20,1,6,1,1,1,1,2,2,-3,6,2,2,5,4,2,1,0,5,0,-6,-6,3,2,2,2,2,1,1,9,904,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,712,2,2,2,2,2,2,2,2,2,8,6,60.0,1,2,236,2,2,96,1,1305024,0,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,71010001,2,28,280320001,2,28,280320001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,2,2,1,2,1,4000,3,7,3,40000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,18,0,-34,-34,-34,0,18,48,48215,4821545384,5,4,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,1,1,2,4,48,48215,4821545384,4,2,-37,-37,-37,-37,-37.0,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,1,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,16.69190847,Guatemala,USA
3300,1:3301,27710,2017,4,131710,1,1,1,1,28,1,0,0,1,2,2,2,2,-3,6,2,2,8,4,2,1,0,5,0,-6,-6,2,2,1,2,2,1,1,17,1704,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,2,2,2,2,2,2,2,2,2,8,6,60.0,1,2,111,2,2,96,1,1705015,0,2,-19,1,40000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280220001,2,21,211140001,2,28,280220001,2,8,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280220001,4,2,1,3,2,-29,-29,-29,-29,30000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,2,0,-34,-34,-34,0,2,48,99999,9999999999,5,4,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,8,2,1,1,2,4,48,99997,9999999997,8,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,0,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,1,21.19256496,Guatemala,USA
3303,1:3304,27810,2017,4,131710,1,1,1,2,20,1,2,3,-2,2,2,2,2,-3,6,1,-4,8,4,1,1,0,5,0,-6,-6,2,2,2,2,2,1,1,17,1734,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,612,1,2,2,2,2,2,2,2,2,6,6,150.0,1,2,112,2,2,96,1,1705099,0,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,28,280270001,2,28,280270001,2,45,2,2,2,-22,-22,-22,-22,-22,-22,1,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,7,2,1,2,1,1500,3,7,3,3000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,11,0,-34,-34,-34,0,11,48,48215,4821545384,3,4,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,6,2,1,1,2,4,48,48215,4821545384,6,2,-37,-37,-37,-37,-37.0,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,1,0,-45,-45,-45,-45,1,-48,-48,9,2017,0,0,-51,1,-52,-52,1,12.65435269,Guatemala,USA
3306,1:3307,27910,2017,4,131710,1,1,1,2,19,1,2,3,-2,2,2,2,2,-3,6,2,2,2,0,2,1,0,1,0,-6,-6,3,2,2,2,2,1,1,16,1601,99,-12,-12,-12,-12,-12,-12,-12,555,5,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15.0,-15,-15,-15,2,2,96,1,1705015,0,1,2,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,270040001,2,19,190390001,2,30,300440001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,1,2,2,-28,1,99997,97,4,3,1000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,10,0,-34,-34,-34,0,10,48,48479,4847941464,3,4,3,1,2,2,2,2,1,3,2,2,2,2,2,2,2,6,2,1,2,2,4,48,48479,4847941464,6,2,-37,-37,-37,-37,-37.0,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,1,0,-45,-45,-45,-45,1,-48,-48,9,2017,0,0,-51,1,-52,-52,1,12.65435269,Guatemala,USA
3315,1:3316,28310,2017,4,131710,1,1,1,1,25,1,3,3,-2,1,1,2,2,-3,5,1,-4,6,1,1,1,1,5,1,2,-7,2,2,2,2,2,1,1,12,1209,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1312047,0,2,-19,1,12000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,30,301930001,2,28,280320001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,3,2,1,3,1,12000,1,6,2,12000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,4,99999,9999999999,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,2,4,99999,9999999999,6,4,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,2012,4,2017,0,0,-51,2,1,2,1,21.19256496,Guatemala,USA
3317,1:3318,28410,2017,4,131710,1,1,1,1,22,1,6,1,1,2,2,2,2,-3,6,2,2,10,5,2,1,0,5,0,-6,-6,3,2,2,2,2,1,1,22,2202,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1312047,3,2,-19,1,8000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,30,301930001,2,26,260040001,1,8,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,1,1,1,2,2,2,2,2,2,6,260040001,2,2,1,3,1,8000,3,6,1,20000,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,1,97,2,2,-32,60,0,-34,-34,-34,0,5,4,99999,9999999999,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,1,1,2,4,4,99999,9999999999,8,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,21.19256496,Guatemala,USA
3320,1:3321,28510,2017,4,131710,1,1,1,1,23,1,3,3,-2,2,2,2,2,-3,1,1,-4,6,1,2,1,1,5,1,2,-7,2,2,1,2,2,1,1,17,1705,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,421,3,2,2,1,1,1,2,1,2,14,6,2800.0,1,5,466,2,2,96,1,1705015,0,2,-19,1,75000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,28,280250001,2,28,280320001,2,28,2,2,2,-22,-22,-22,-22,-22,-22,2,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,16,2,1,3,1,75000,1,6,2,25000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-32,10,1,3,-35,5,1,10,48,99999,9999999999,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,1,2,4,48,99999,9999999999,5,2,-37,-37,-37,-37,-37.0,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,1,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,21.19256496,Guatemala,USA
3331,1:3332,29012,2017,4,131712,1,1,1,2,34,1,6,1,1,1,1,2,2,-3,2,1,-4,1,-5,-5,1,0,5,1,2,-7,2,2,1,2,2,1,1,15,1501,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1305024,3,2,-19,1,55000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,71010001,2,30,301930001,2,26,260430001,2,45,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260430001,1,4,1,3,1,65000,1,6,1,35000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-32,3,0,-34,-34,-34,0,3,4,99997,9999999997,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,45,2,2,2,2,4,4,99997,9999999997,45,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,11,2017,0,0,-51,1,-52,-52,1,9.286045697999999,Guatemala,USA
3332,1:3333,29110,2017,4,121710,1,1,1,1,24,1,2,3,-2,1,1,2,2,-3,5,1,-4,3,1,1,1,1,1,1,2,-7,2,2,2,2,2,1,1,14,1405,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1312047,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,211140001,2,7,71010001,2,8,80370001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,80370001,15,2,1,4,2,-29,-29,-29,-29,6000,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-32,5,0,-34,-34,-34,0,5,48,48141,4814124000,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,57,2,2,2,2,4,48,48141,4814124000,57,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,8,2017,0,0,-51,1,-52,-52,1,28.72721664,Guatemala,USA
3333,1:3334,29111,2017,4,161711,1,1,1,1,28,1,2,3,-2,2,2,2,2,-3,5,1,-4,3,2,1,5,1,5,1,2,-7,2,2,1,2,1,1,1,1,101,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1217001,1,2,-19,1,3500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,28,280320001,2,28,280320001,2,6,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,3,1,2,-28,1,3500,3,1,1,3500,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,97,97,2,-32,2,0,-34,-34,-34,0,2,48,48215,4821545384,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,48,48215,4821545384,2,4,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,9,2017,0,0,-51,1,-52,-52,1,16.69190847,Guatemala,USA
3334,1:3335,29112,2017,4,131712,1,1,1,1,24,1,3,1,1,2,2,2,2,-3,1,1,-4,3,1,1,1,1,1,1,2,-7,2,2,2,2,2,1,1,6,608,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1705015,0,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,27,270040001,2,28,280320001,2,6,2,2,2,-22,-22,-22,-22,-22,-22,1,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,3,2,1,2,2,-29,-29,-29,-29,4500,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,3,0,-34,-34,-34,0,3,48,48215,4821545384,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,4,48,48215,4821545384,1,4,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,11,2017,0,0,-51,1,-52,-52,1,15.55157593,Guatemala,USA
3335,1:3336,29210,2017,4,121710,1,1,1,1,22,1,4,4,-2,2,2,2,2,-3,6,1,-4,1,-5,-5,3,0,5,0,-6,-6,2,2,1,2,1,1,1,1,137,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1215013,3,2,-19,1,10000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70090001,2,20,200670001,2,8,80370001,2,8,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,80370001,4,2,1,2,1,10000,1,1,1,10000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,2,0,-34,-34,-34,0,0,48,48141,9999999998,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,48,48141,4814124000,4,2,-37,-37,-37,-37,-37.0,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,1,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,28.72721664,Guatemala,USA
3338,1:3339,29310,2017,4,121710,1,1,1,2,32,1,6,1,1,2,2,2,2,-3,2,1,-4,1,-5,-5,1,0,1,1,2,-7,2,2,1,2,2,1,1,1,101,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1217001,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,28,280320001,2,28,280320001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,4,2,1,2,1,99997,97,97,1,99997,97,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-32,2,0,-34,-34,-34,0,2,48,48215,4821545384,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,4,48,48215,4821545384,8,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,17.15338997,Guatemala,USA
3340,1:3341,29312,2017,4,131712,1,1,1,1,20,1,6,1,1,2,2,2,2,-3,6,2,2,5,2,2,1,0,1,0,-6,-6,2,2,2,2,2,1,1,12,1220,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1305024,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,20,200670001,2,26,260040001,1,2,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260040001,5,2,1,2,1,5000,3,2,3,5000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,8,0,-34,-34,-34,0,8,4,99997,9999999999,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,4,99997,9999999999,2,4,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,15.55157593,Guatemala,USA
3341,1:3342,29410,2017,4,121710,1,1,1,2,27,1,6,1,1,2,2,2,2,-3,6,2,3,2,1,2,0,0,5,0,-6,-6,2,2,2,2,2,1,1,21,2107,99,-12,-12,-12,-12,-12,-12,-12,555,5,2,6,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15.0,-15,-15,-15,2,1,96,1,1312047,3,2,-19,1,57000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70090001,2,19,190390001,2,28,280320001,2,9,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,4,2,1,3,1,57000,1,6,1,21000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,4,0,-34,-34,-34,0,0,48,48215,4821545384,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,48,48215,4821545384,4,2,-37,-37,-37,-37,-37.0,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,1,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,17.15338997,Guatemala,USA
3342,1:3343,29411,2017,4,161711,1,1,1,1,53,1,6,1,1,2,2,2,1,2,1,1,-4,3,1,1,0,1,3,1,2,-7,2,2,2,2,2,1,1,10,1001,99,-12,-12,-12,-12,-12,-12,-12,23,4,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1217001,1,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,50250001,2,28,280270001,2,5,50250001,2,1,4,2,98,99,99999,999999999,99,999,999,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,50250001,1,2,1,2,1,1000,3,2,3,6000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,5,0,-34,-34,-34,0,5,48,48201,4820135000,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,45,2,2,2,2,4,48,48201,4820135000,45,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,1985,10,2017,0,0,-51,1,-52,-52,1,16.69190847,Guatemala,USA
3348,1:3349,29711,2017,4,161711,1,1,1,1,26,1,2,2,-2,2,2,2,1,2,6,2,5,5,2,2,0,0,1,0,-6,-6,2,2,2,2,2,1,1,12,1204,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1312047,3,2,-19,1,6000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,2,20040001,2,2,20040001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,20040001,10,2,1,3,1,6000,3,6,1,2500,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,7,0,-34,-34,-34,0,7,6,6073,607366000,6,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,4,2,2,2,4,6,6073,607366000,1,4,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,16.69190847,Guatemala,USA
